ec5_uuid,created_at,title,1_Surveyor_Nickname,2_Map_sheet_number,3_Functional_Unit_Co,5_11_Name_of_organis,6_12_Description_of_,7_13_When_was_the_or,8_14_Do_you_regard_t,9_15_If_no_what_type,10_16_If_other_pleas,12_21_Total_number_o,13_22_Observed_or_Ve,14_23_How_many_FTEs_,15_24_Observed_or_Ve,16_25_Is_the_organis,17_26_How_many_peopl,19_31_Floor_levels_t,20_32_How_many_store,21_33_Unit_size_Inse,22_34_Square_metres_,23_35_Observed_or_Ve,24_36_Predominant_he,25_37_Premises_type_,26_38_If_other_pleas,27_39_Type_of_associ,28_310_Car_parking_S,29_311_Goods_access_,30_312_Are_these_pre,31_313_If_premises_a,32_314_When_did_the_,33_315_Is_the_premis,34_316_If_rentedleas,35_317_Will_the_leas,37_41_Is_the_localit,38_42_If_so_why_sele,39_43_If_locality_is,40_44_What_is_your_v,41_45_What_are_the_t,42_46_Where_are_the_,43_47_Where_are_the_,44_48_Is_the_organis,45_49_Does_the_organ,46_410_If_yes_where_,47_411_If_yes_when,48_412_If_yes_why,49_413_Are_the_organ,50_414_If_yes_please,51_415_Are_you_aware,52_416_If_yes_how_ha,53_417_If_other_plea,54_418_What_is_your_,56_51_Contact_willin,57_52_Name_of_contac,58_53_Contact_teleph,59_54_Contact_email_,60_55_Organisation_t,61_56_Organisation_w,62_57_Organisation_e,63_58_Street_name_eg,64_59_Street_number_,65_510_Postcode_Incl,66_511_Unit_number_i,68_61_Additional_not,69_62_Internal_photo,71_71_Would_the_acti,lat_72_72_Location,long_72_72_Location,accuracy_72_72_Location,73_73_External_photo,74_74_SIC_Code,75_75_Site_ID,76_76_Notes_on_any_o
42904477-50ab-45d6-8c13-00e8776afbd0,2019-07-19T16:28:30.198Z,500001,Aga,5,500001,"Millennium City Garages",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.501222,-0.101125,5,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=42904477-50ab-45d6-8c13-00e8776afbd0_1563553708.jpg,,,
19b37c91-27e5-41c0-9b2d-409a13bdc8b7,2019-07-19T16:26:31.931Z,8230005,Aga,5,8230005,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.500935,-0.101378,10,,,,
73afb88b-8124-4246-ae48-0c7d85a3dde8,2019-07-19T16:25:45.146Z,8230004,Aga,5,8230004,GGFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.500935,-0.101378,5,,,,
0dce9661-cfc6-43c6-87f5-a48338a9b471,2019-07-19T16:24:23.812Z,8230003,Aga,5,8230003,BFRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.500921,-0.101309,5,,,,
ad16d871-6992-462b-bbab-3f740530bea4,2019-07-19T16:23:45.200Z,8230002,Aga,5,8230002,Fensa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.500921,-0.101309,10,,,,
c2ba9584-6c08-4124-a6bb-1047f1c5e1d9,2019-07-19T16:21:57.212Z,"Aga 5 823",Aga,5,823,"GGF Group","Glass and Glazing Federation",1977,No,"Educational organisation, Training organisation",,,,,,,,"Ground Floor, Level 1",2,300,"Square metres",Observed,3,"an office building",,"No associated yard space","No car parking required","No goods access required",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,02079399100,www.ggf.org.uk,,"Rushworth Street",40,"SE1 0RB",,,,no,51.50091,-0.101277,5,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=c2ba9584-6c08-4124-a6bb-1047f1c5e1d9_1564080844.jpg,,,
4c0ef35b-9583-4221-b815-c6903fd0b242,2019-07-19T16:19:50.867Z,"Aga 5 834",Aga,5,834,,vacant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.500643,-0.101012,5,,,,
55726a47-6068-449d-8dac-ee2a50e63f41,2019-07-19T16:18:41.824Z,"Aga 5 8290001",Aga,5,8290001,"Omprex UK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.500671,-0.101074,5,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=55726a47-6068-449d-8dac-ee2a50e63f41_1564083496.jpg,,,
48e4a7fb-d6b3-4c29-8dd4-878eb7719a3d,2019-07-19T16:10:17.782Z,"Aga 5 793",Aga,5,793,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.499889,-0.102626,5,,,,
40897b8e-25bd-4c25-a018-c8b261ac35d9,2019-07-19T16:07:01.712Z,"Aga 5 808",Aga,5,808,,development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.500654,-0.102349,10,,,,
029a555e-4aec-40f0-8a5d-c30188b69950,2019-07-19T16:02:40.286Z,"Max 15 1124",Max,15,1124,,Restaurants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Southwark Street",32,"SE1 1tu",,"Two restaurants on different floors: Casa do franco / na+tive",,no,51.504895,-0.092998,3,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=029a555e-4aec-40f0-8a5d-c30188b69950_1563552146.jpg,56101,,
b19a5dd1-2712-4b88-8361-1542081babad,2019-07-19T16:00:40.872Z,"Aga 5 816",Aga,5,816,,development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.501058,-0.101451,5,,,,
27f172d0-56af-4bc8-a206-a99a5b0fbcf1,2019-07-19T15:58:20.621Z,832,Aga,5,832,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.500585,-0.1011,10,,,,
0017fe6d-04ee-4a16-b216-d271810b16ee,2019-07-19T15:57:35.768Z,"Aga 5 831",Aga,5,831,,vacant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.500445,-0.101005,5,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=0017fe6d-04ee-4a16-b216-d271810b16ee_1563551850.jpg,,,
44670d94-62af-451e-9dfe-9a0ebeb8d316,2019-07-19T15:56:49.706Z,"Aga 5 835",Aga,5,835,,vacant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.500452,-0.100922,5,,,,
62bce60e-a638-4dc6-955c-187eb1e3f627,2019-07-19T15:53:56.212Z,"Max 15 1130",Max,15,1130,"Universal House","Offices / co-working desk spaces",,,,,,,,,,,,2,150,"Square metres",Observed,2.5,"an office building",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02073576799,www.universalworkspace.london,,"Southwark Street",25-33,"SE1 1rq",,"Website advertising short term desk side hire.",,no,51.504721,-0.092636,9,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=62bce60e-a638-4dc6-955c-187eb1e3f627_1563551626.jpg,68209,,
c4d4dd4c-477a-4dd8-9e87-d8b79c7d9da4,2019-07-19T15:35:29.246Z,"Max 15 1158",Max,15,1158,,development,,,,,,,,,,,,5,5000,"Square metres",Observed,,"an office building",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union Street",10-18,"SE1 1S7",,"Site to be redeveloped as HQ of Royal college of obstetricians and gynecologists (RCOG). Combines 19th C hop warehouse converted to offices and purpose built 70s office training/centre previously occupied by PwC.

Currently vacant awaiting construction",https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=c4d4dd4c-477a-4dd8-9e87-d8b79c7d9da4_1563550476.jpg,,51.503837,-0.091718,10,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=c4d4dd4c-477a-4dd8-9e87-d8b79c7d9da4_1563550523.jpg,,,
a5c755c4-3428-44e7-958d-a67e0d7cbcb7,2019-07-19T15:29:06.589Z,"Neil 101 1790",Neil,101,1790,Vauxford,"Vehicle repairs",1989,Yes,,,5,Verified,5,Verified,yes,5,"Ground Floor",1,,,,4,"a yard only/with only modest buildings",,"Yard for own use only","Car parking in yard","Level access to ground floor (e.g. items can be wheeled in), Loading from vehicles in yard used",yes,,1989,Owned,,,no,,no,"I own the land, freehold and I would like to build flats above","Local to home",Southwark,"Southwark, South London",Constant,no,,,,yes,"More space",no,"Posters or displayed information",,"No concerns",,"Fie Lam",02077322683,,,,,"Fenham road",123,"SE15 1AE",,,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=a5c755c4-3428-44e7-958d-a67e0d7cbcb7_1563550103.jpg,no,51.477654,-0.063623,16,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=a5c755c4-3428-44e7-958d-a67e0d7cbcb7_1563550134.jpg,,,
ce74e16b-6012-4b6f-85e4-6c9e7bdce5ad,2019-07-19T15:24:39.785Z,"Max 15 1115",Max,15,1115,Unknown,"unknown function - possible substation?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dating building - possibly constructed for Jubilee line?",,,51.503618,-0.092954,7,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=ce74e16b-6012-4b6f-85e4-6c9e7bdce5ad_1563549871.jpg,,,
51806c0e-ba51-403b-a3bd-de7bf54dc6aa,2019-07-19T14:23:07.621Z,"Neil 121 12100009",Neil,121,12100009,"Logical Laundry","Commercial Laundry Service",1998,Yes,,,5,Verified,5,Verified,yes,0,"Ground Floor, Level 1",1.5,200,"Square metres",Verified,4,"railway arch/undercroft space",,"Yard shared with others","Car parking in yard","Level access to ground floor (e.g. items can be wheeled in), Loading from vehicles in yard used",yes,,,Rented/leased,12,Yes,yes,"Near to suppliers, Near to customer base",no,"Noise and","Parking
Location","South London","Central London",Growing,no,,,,no,,yes,"Word of mouth",,"Rising rents","Logical Laundry",Tony,,,,,,,,,,,,,51.475052,-0.056727,10,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=51806c0e-ba51-403b-a3bd-de7bf54dc6aa_1566484179.jpg,,,
8bf21e55-4afd-4a41-b50f-39680c5e9f77,2019-07-19T15:19:27.711Z,"Max 15 1105",Max,15,1105,"Crossbones garden","Burial ground, garden of remembrance",,No,Other,"Burial ground",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,www.crossbones.org,,"Union Street",,"SE1 1SD",,,,,51.503677,-0.09331,3,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=8bf21e55-4afd-4a41-b50f-39680c5e9f77_1563549559.jpg,,,
21dbbdea-eb60-4d47-bf82-1d18e859316c,2019-07-19T15:19:02.695Z,"Helen Quinn 20 979","Helen Quinn",20,979,"Manor Place Surgery",Surgery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.489285,-0.09691,10,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=21dbbdea-eb60-4d47-bf82-1d18e859316c_1563714667.jpg,,,
d9aeea09-39a7-4eb5-bfda-46eb53d2dc45,2019-07-19T15:16:53.149Z,"Helen Quinn 20 971","Helen Quinn",20,971,,Residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.489586,-0.097011,15,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=d9aeea09-39a7-4eb5-bfda-46eb53d2dc45_1563714640.jpg,,,
10a02f02-0ee5-4211-a86e-3faa26dbcefc,2019-07-19T15:07:28.664Z,"Helen Quinn 21 2100004","Helen Quinn",21,2100004,"Car sales value centre","Vehicle repair",,Yes,,,1,Observed,,,,,"Ground Floor",1,80,"Square metres",Observed,5,"railway arch/undercroft space",,"Yard shared with others","Car parking in yard","Level access to ground floor (e.g. items can be wheeled in)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carter Place",212,"Se17 2tf",,"Could not get owner to answer survey after multiple visits",,yes,51.48656,-0.096771,3,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=10a02f02-0ee5-4211-a86e-3faa26dbcefc_1568120515.jpg,45200,,
9b8b5b64-ce38-4d5f-be79-0e77fbcf1386,2019-07-19T15:06:28.065Z,"Helen Quinn 21 2100003","Helen Quinn",21,2100003,"Carlos Autos Body Parts","Restoration of motor vehicles, furniture",2007,Yes,,,3,Verified,3,Verified,yes,2,"Ground Floor",1,120,"Square metres",Verified,6,"railway arch/undercroft space",,"Yard shared with others","Car parking in yard","Level access to ground floor (e.g. items can be wheeled in)",yes,,2007,Rented/leased,12,Yes,yes,"Near to home, Near to customer base",yes,"Not in terms of noise, could be better for customer base","Safe environment, good to be close to Elephant & Castle because of Latin community","UK excluding London","Greater London Area",Constant,no,,,,yes,,yes,"Word of mouth, Other",Observation,"Being driven out as area becomes more residential",,"Carlos Villanueva",,carlitosguayara@gmail.com,,,,"Penrose Street",205,"SE17 3ez",205,,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=9b8b5b64-ce38-4d5f-be79-0e77fbcf1386_1563798759.jpg,yes,51.487528,-0.096745,11,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=9b8b5b64-ce38-4d5f-be79-0e77fbcf1386_1563798800.jpg,45200,,
c21306d3-b60e-4317-8c79-0f0e69528dbb,2019-07-19T15:05:47.796Z,"Helen Quinn 21 2100002","Helen Quinn",21,2100002,"MotoCare Centre","Motor repair",,Yes,,,2,Verified,2,Verified,yes,2,"Ground Floor",1,1200,"Square feet",Observed,5,"railway arch/undercroft space",,"Yard shared with others","Car parking in yard","Level access to ground floor (e.g. items can be wheeled in)",yes,,,Rented/leased,,Yes,yes,"Proximity to Central London, Near to customer base",no,"Bad idea because of noise & business","Space, long established, customers","UK excluding London",Southwark,Constant,no,,,,no,,yes,"Word of mouth, Other",Observation,,No,,,,,,204,"Penrose Street",,"SE17 3dy",,,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=c21306d3-b60e-4317-8c79-0f0e69528dbb_1564407511.jpg,,51.487269,-0.097137,8,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=c21306d3-b60e-4317-8c79-0f0e69528dbb_1564407526.jpg,45200,,
370a18d8-9bed-466b-a985-ef015696223c,2019-07-19T15:04:55.853Z,"Max 15 1102",Max,15,1102,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Triangle Court, Redcross Way",1-11,,,,,,51.504317,-0.093189,3,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=370a18d8-9bed-466b-a985-ef015696223c_1563548686.jpg,,,
0efd0262-ba87-42b1-a144-f6943bb62187,2019-07-19T15:04:37.536Z,"Helen Quinn 21 2100001","Helen Quinn",21,2100001,"Fast Fit","Car repair",2000,Yes,,,2,Verified,2,Verified,yes,0,"Ground Floor",1,1200,"Square feet",Verified,6,"railway arch/undercroft space",,"Yard shared with others","Car parking in yard","Level access to ground floor (e.g. items can be wheeled in)",yes,,2000,Rented/leased,36,Yes,yes,"Proximity to Central London",no,"Depends on the business, not just noise but vibration to take into account","Central, easy access (bus routes)","South London","Greater London Area, South London",Constant,no,,,,no,,yes,Other,Observation,"Its getting worse (small businesses being driven out). Rent going up.",Yes,George,07972782738,,02077336226,,,"Penrose Street",203,"SE17 3dw",,,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=0efd0262-ba87-42b1-a144-f6943bb62187_1563797844.jpg,yes,51.487341,-0.097181,6,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=0efd0262-ba87-42b1-a144-f6943bb62187_1563797884.jpg,45200,,
5e69c3c0-4f6a-49e2-9707-57e3caa5e617,2019-07-19T15:02:39.980Z,"Max 15 1100",Max,15,1100,"The Boot and Flogger","Wine bar",1964,Yes,,,,,,,,,,,,,,,,,,,,,,1964,,,,,,,,,,,,,,,,,,,,,,,,,,02074071184,www.davy.co.uk,,"Redcross Way",10-20,"SE1 1TA",,"Information gathered from website",,no,51.504216,-0.093387,5,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=5e69c3c0-4f6a-49e2-9707-57e3caa5e617_1563548552.jpg,56101,,
fa433e4c-4d32-4f7a-b34f-238bdb6c9613,2019-07-19T14:30:52.326Z,"Max 15 1029",Max,15,1029,"Turnkey Consulting Ltd","GRC / software security consultancy",2004,Yes,,,,,,,,,"Ground Floor, Level 1, Level 2",3,,,,2.5,"an office building",,"No associated yard space","No car parking on site",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02072882578,www.turnkeyconsulting.com,,"Ayres Street",58,"SE1 1EU",,"Information gathered from website",,,51.503656,-0.095009,14,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=fa433e4c-4d32-4f7a-b34f-238bdb6c9613_1563547538.jpg,62020,,
bc730a9a-6242-4983-b5e8-5355530de0ba,2019-07-19T14:27:44.812Z,"Max 15 1030",Max,15,1030,"Columns Design and Associates Ltd","Branding / communications agency",2004,Yes,,,,,,,,,"Ground Floor, Level 1, Level 2",3,500,"Square metres",Observed,3,"an office building",,"No associated yard space","No car parking on site",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02073956500,www.columns.co.uk,,"Ayress Street",56,"SE1 1EU",,"Information gathered from website.

Occupy former Victorian warehouse/light industrial building",,no,51.503607,-0.095049,14,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=bc730a9a-6242-4983-b5e8-5355530de0ba_1563547449.jpg,98200,,
e52361df-f561-4448-b145-0a0bbb95ef97,2019-07-19T14:10:51.110Z,"Max 15 1071",Max,15,1071,"Travis Perkins","Builder's merchant",1964,Yes,,,14,Verified,13,Verified,yes,2,"Basement, Ground Floor",2,,,,5,"an industrial building with or without a yard",,"Unit has use of operational yard, Yard for own use only","Car parking in yard, Separate car parking in designated car park on site","Level access to ground floor (e.g. items can be wheeled in), Goods lift access, Fork lift truck used, Pump truck, Loading from vehicles in yard used",yes,,,Rented/leased,,,yes,"Proximity to Central London, Near to customer base, Passing trade, Near to other businesses, lack of suitable alternative business premises, public transport, Road Infrastructure, Availability of parking",no,,"Location, yard, transport","Rest of World, Europe excluding UK","South London, Central London, Greater London Area",Constant,,,,,,,,,,"Traffic management",,Stan,,,02074073511,www.travisperkins.co.uk,,"Redcross Way",46,"SE1 1HA",,"Interview conducted with Stan, customer facing sales assistant. 

Sales floor basement level.

Warehousing storage ground level.",https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=e52361df-f561-4448-b145-0a0bbb95ef97_1566738942.jpg,yes,51.503296,-0.09411,3,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=e52361df-f561-4448-b145-0a0bbb95ef97_1563545445.jpg,46900,,
617cd6b3-80e9-4898-9f3d-8335bda5373f,2019-07-19T13:57:01.551Z,"Neil 121 12100004",Neil,121,12100004,"E Smith Metal Ltd","Metal Fabrictor",1999,Yes,,,3,Verified,3,Verified,yes,3,"Ground Floor, Level 1",1.5,112,"Square metres",Verified,5,"railway arch/undercroft space",,"No associated yard space","Separate car parking in designated car park on site","Level access to ground floor (e.g. items can be wheeled in)",yes,,1999,Rented/leased,12,Yes,yes,"Near to customer base, Proximity to Central London, Near to home",no,,,"Greater London Area","Greater London Area",Constant,no,,,,no,,yes,"Word of mouth",,,Yes,"Everton Smith",07958037734,,02076396478,esmithmetal.com,,,,,27,,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=617cd6b3-80e9-4898-9f3d-8335bda5373f_1563544539.jpg,yes,51.474362,-0.057224,10,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=617cd6b3-80e9-4898-9f3d-8335bda5373f_1563544617.jpg,,,
a644d399-b72c-4204-888c-40630bc71178,2019-07-19T13:54:00.783Z,"Max 15 1082",Max,15,1082,"St. Mary's Working Girls Club",Flats/studios/gallery,,,,,,,,,,,"Basement, Ground Floor, Level 1, Level 2",4,500,"Square metres",Observed,3,Other,"Former Victorian social club building","No associated yard space","No car parking on site",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union Street",47-64,,,"Privately owned building, 7 flats (?) rented to artists actors etc. in Edwardian period former social club

Some exhibition / performance space on site",,,51.503831,-0.094023,6,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=a644d399-b72c-4204-888c-40630bc71178_1563544434.jpg,55900,,
1f70bd3f-51c3-4485-adaf-ea87cb42795f,2019-07-19T13:50:19.080Z,"Neil 121 12100003",Neil,121,12100003,"Footprint Cenery","Set fabricators",2004,Yes,,,10,Verified,4,Verified,yes,5,"Ground Floor",1,3,"Square metres",Verified,5,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=1f70bd3f-51c3-4485-adaf-ea87cb42795f_1563544195.jpg,yes,51.474333,-0.057214,10,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=1f70bd3f-51c3-4485-adaf-ea87cb42795f_1563544170.jpg,,,
33369477-04dc-4933-aafe-7bad1af733d9,2019-07-19T13:47:01.460Z,"Helen Quinn 20 1132","Helen Quinn",20,1132,"Sokari Douglas Camp","Artist studio in live/work unit",1989,Yes,,,1,Verified,0,Verified,no,1,"Ground Floor",1,1200,"Square feet",Verified,3,Other,"Studio in live-work unit","Yard for own use only","Car parking in yard","Loading from vehicles in street used",yes,,,Owned,,,yes,"Near to home, Near to suppliers",yes,"A really good idea, but ought to be more varied - businesses on upper floors, for example, not all just the same format.","Light, location overlooking park, space.","UK excluding London","Rest of World",Shrinking,no,,,,no,,yes,"Word of mouth, Other",Observation,"Keeping as fit as possible in order to be able to continue creating.",Yes,"Sokari Douglas Camp",02077039008,sokari@sokari.co.uk,,Sokari.co.uk,,"Morecambe Street",5,"SE17 1DX",,"Suppliers based in Kent - used to be in neighbourhood but have been priced out. Stores her art in various places.",,no,51.490392,-0.093674,6,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=33369477-04dc-4933-aafe-7bad1af733d9_1563718209.jpg,90030,,"Married to Alan Camp (of Alan Camp Architects) - used to also work from the home but now works in Union St"
9029da25-8438-4bc6-ba0a-8daf202829c6,2019-07-19T13:45:04.504Z,"Max 15 1040",Max,15,1040,"The coffee house",Cafe,2014,Yes,,,,,,,,,,,,,,2.5,"retail/frontage unit",,"No associated yard space","No car parking on site",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,www.thegentlemenbaristas.com,,"Union Street",63,"SE1 1Sg",,,,no,51.503929,-0.09461,3,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=9029da25-8438-4bc6-ba0a-8daf202829c6_1563543897.jpg,56101,,
7aa09ec6-6346-4718-a0f2-6cf054da6f14,2019-07-19T13:41:02.397Z,"Max 15 1052",Max,15,1052,"RK Burts & Co","Wholesale paper importer",1892,Yes,,,16,Verified,16,Verified,yes,0,"Ground Floor, Level 1, Level 2",3,300,"Square metres",Observed,4.5,"an industrial building with or without a yard",,"Unit has use of operational yard, Yard for own use only","No car parking on site","Level access to ground floor (e.g. items can be wheeled in), Pump truck, Fork lift truck used, Loading from vehicles in street used, Loading from vehicles in yard used",yes,,1970,Owned,,,yes,"Availability of staff, public transport, Road Infrastructure",no,"Not possible",,"Europe excluding UK, Rest of World","Greater London Area, UK excluding London, Europe excluding UK, Rest of World",Growing,no,,,,no,,yes,"Own research, Information received by post or email from LB Southwark",,"Changes to traffic access/circulation block truck deliveries, strangle business",Yes,"Clifford Burt",02074076474,,,,sales@rkburt.co.uk,"Union Street",57-61,"SE1 1sg",,"Interview conducted city Clifford Burt, director.

Family business.

Unhappy with council policy/planning displacement of local industry.

Possible follow up contact.",https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=7aa09ec6-6346-4718-a0f2-6cf054da6f14_1566698712.jpg,yes,51.503954,-0.094584,3,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=7aa09ec6-6346-4718-a0f2-6cf054da6f14_1566698746.jpg,46760,,"Also own warehouse opposite (FUC 1042)"
f1414d39-7e32-4f8c-9ebe-d36090370cd3,2019-07-19T13:20:50.680Z,"Helen Quinn 21 944","Helen Quinn",21,944,,Residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Demolished and replaced with resi",,,51.486976,-0.09732,9,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=f1414d39-7e32-4f8c-9ebe-d36090370cd3_1563542441.jpg,,,
7e47551e-8512-4650-b41e-a313cbd0675c,2019-07-19T13:19:36.668Z,"Helen Quinn 21 957","Helen Quinn",21,957,,Residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Demolished and replaced with resi",,,51.48724,-0.09691,3,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=7e47551e-8512-4650-b41e-a313cbd0675c_1563542370.jpg,,,
bed3cda7-d363-4fa1-8106-1888b4718c5b,2019-07-19T13:06:08.686Z,"Helen Quinn 21 1007","Helen Quinn",21,1007,,Residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Demolished and replaced with resi",,,51.487826,-0.096348,3,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=bed3cda7-d363-4fa1-8106-1888b4718c5b_1563541558.jpg,,,
a8987484-b008-4e0b-ab4b-a283a40f13d3,2019-07-19T12:56:57.804Z,"Max 15 873",Max,15,873,"Citizen M hotel",Hotel,2009,Yes,,,,,,,,,"Ground Floor, Level 1, Level 2, Level 3, Level 4 and above, Basement",6,5500,"Square metres",Verified,3,Other,"Hotel, modular construction","No associated yard space","Separate car parking in designated car park on site",,,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,02035191680,www.citizenm.com,,"Lavington Street",20,"SE1 0nz",,"Information gathered online.

New construction in 2012 replaced office & warehouse.

London branch of Dutch challenger hotel",,no,51.505154,-0.09855,4,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=a8987484-b008-4e0b-ab4b-a283a40f13d3_1563541009.jpg,55100,,
24c11c14-46bc-4525-a944-e1bb39864536,2019-07-19T12:52:11.223Z,"Helen Quinn 21 943","Helen Quinn",21,943,,Demolished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Demolished for resi development site (pictured)",,,51.487824,-0.09745,4,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=24c11c14-46bc-4525-a944-e1bb39864536_1563540621.jpg,,,
c75bcef8-32fe-4139-b0bb-2cafe738862e,2019-07-19T12:49:17.069Z,"Helen Quinn 21 934","Helen Quinn",21,934,,Demolished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Demolished for resi development site (pictured)",,,51.487818,-0.09744,8,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=c75bcef8-32fe-4139-b0bb-2cafe738862e_1563540552.jpg,,,
