"","query_code","fuc","fuc_2","lat","long","sheet_no","sheet_no_2","mb_note_no","mb_comment","comment_1","comment_2","comment_3","description_M","description_updated","category"
"442",442,1846,NA,NA,NA,NA,NA,278,"Industrial use extends into railway arches, more extensive than mapped.",NA,NA,NA,"Vacant","Vacant","FUCs simple polygon edits needed"
"443",443,1849,NA,NA,NA,NA,NA,278,"Industrial use extends into railway arches, more extensive than mapped.",NA,NA,NA,"Vacant","Vacant","FUCs simple polygon edits needed"
"444",444,1794,NA,NA,NA,NA,NA,279,"Is the main building really all residential? To check.",NA,"confirmed online",NA,"Residential","Residential","FUCs descriptions checked"
"445",445,1774,NA,NA,NA,NA,NA,280,"This one building is a church, not industrial.",NA,NA,NA,"Community outreach","Community outreach / Church","FUCs descriptions checked"
"446",446,1769,NA,51.465977,-0.065205,NA,NA,281,"Include the yard access adjacent to 1769",NA,NA,NA,NA,NA,"FUCs simple polygon edits needed"
"447",447,NA,NA,51.467009,-0.067965,"105",NA,282,"Check whether this is industrial, or is it a church? Answer: G MAPS SAYS IT IS Property Facilities Group Plc","DESKTOP OR on site survey",NA,NA,NA,NA,"lat/long new FUC required"
"448",448,NA,NA,51.466814,-0.065145,"105",NA,283,"Glass in London Ltd","DESKTOP OR on site survey",NA,NA,NA,NA,"lat/long new FUC required"
"449",449,NA,NA,51.467427,-0.065947,"105",NA,284,"This is vacant industrial.","DESKTOP OR on site survey",NA,NA,NA,NA,"lat/long new FUC required"
"450",450,10500001,NA,NA,NA,NA,NA,285,"Arien Contractors. To check. Answer:  INPUT IN EPICOLLECT AS ARIEN CONTRACTOR BUT NOTED AS Peckham Rye Baptist Tabernacle ON G MAPS",NA,NA,NA,"Building and maintenance company","Building and maintenance company","FUCs descriptions checked"
"451",451,10500001,NA,NA,NA,NA,NA,286,"To check. Perhaps all church use, but could be builder also. Answer: Confirmed above in Mark's number 285",NA,NA,NA,"Building and maintenance company","Building and maintenance company","FUCs descriptions checked"
"452",452,17270001,NA,NA,NA,NA,NA,287,"Looks like offices. RTo check. Answer: NEIL SAYS LOOKED VACANT ON VISIT",NA,"confirmed online",NA,"derelict","vacant","FUCs descriptions checked"
"453",453,10600001,NA,NA,NA,NA,NA,288,"To check. Answer:  THIS IS EASY PRINT AS INPUT IN EPICOLLECT. OWNER DIDNT HAVE TIME TO SPEAK TO DO FULL SURVEY",NA,NA,NA,"Printing and graphic design","Printing and graphic design","FUCs descriptions checked"
"454",454,NA,NA,51.458959,-0.067253,NA,NA,289,"Make sure to include yards","yards already included",NA,NA,NA,NA,"lat/long new FUC required"
"455",455,NA,NA,51.457565,-0.066374,NA,NA,289,"Make sure to include yards","yards already included",NA,NA,NA,NA,"lat/long new FUC required"
"456",456,NA,NA,51.471136,-0.060685,"122",NA,293,"Two yards, Sure Build Timber, I think.","DESKTOP OR on site survey",NA,NA,NA,NA,"lat/long new FUC required"
"457",457,NA,NA,51.469104,-0.060595,NA,NA,294,"FUC not shown on large map, check catalog for FUC then redraw polygons to show going underneath railwy arch. It looks like they extend through railway arches.",NA,NA,NA,NA,NA,"FUCs simple polygon edits needed"
"458",458,NA,NA,51.468616,-0.059378,"123",NA,295,"Industrial yard. Looks vacant.","on site survey",NA,NA,NA,NA,"lat/long new FUC required"
"459",459,NA,NA,51.469872,-0.057168,"123",NA,296,"Stanbury Motors, to check.","on site survey",NA,NA,NA,NA,"lat/long new FUC required"
"460",460,1888,NA,NA,NA,NA,NA,297,"Include yard.",NA,NA,NA,"Vehicle repairs","Vehicle repairs","FUCs simple polygon edits needed"
"461",461,NA,NA,51.46599,-0.056952,"124",NA,298,"Ayres Bakery. Answer: NOT SURVEYED","DESKTOP OR on site survey",NA,NA,NA,NA,"lat/long new FUC required"
"462",462,1925,NA,NA,NA,NA,NA,299,"Nursery, not industrial. Answer: YES THIS IS A NURSERY",NA,NA,NA,"Day Nursery and Pre School","Day Nursery and Pre School","FUCs descriptions checked"
"463",463,1873,NA,NA,NA,NA,NA,300,"Cafe, I think. Answer: YES IT IS A CAFE CHECKED BY NEIL AND INPUT IN EPICOLLECT",NA,NA,NA,"Cafe","Cafe","FUCs descriptions checked"
"464",464,1865,NA,NA,NA,NA,NA,301,"Nursery, I think. Answer: YES IT IS A NURSERY CHECKED BY NEIL AND INPUT IN EPICOLLECT",NA,NA,NA,"Pre school","Pre school","FUCs descriptions checked"
"465",465,NA,NA,51.466947,-0.068567,"128",NA,302,"Sands Films (costume producer). This is industrial. Extent to check Answer: spoke on phone today; film studio with stage/costume making; occupies whole block","Desktop survey",NA,NA,NA,NA,"lat/long new FUC required"
"466",466,2009,NA,NA,NA,NA,NA,303,"Tube station vent","confirmed with full survey or verbal check",NA,NA,"residential","residential","FUCs descriptions checked"
"467",467,1963,NA,NA,NA,NA,NA,304,"Tube vent, not industrial","confirmed with full survey or verbal check",NA,NA,"religious organisation","religious organisation","FUCs descriptions checked"
"468",468,1949,NA,NA,NA,NA,NA,305,"Presumably all occupied.",NA,NA,NA,"funeral directors","funeral directors - Undertakers depot and embalming","FUCs descriptions checked"
"469",469,1955,NA,NA,NA,NA,NA,305,"Presumably all occupied. Undertakers depot and embalming",NA,NA,NA,"vacant","funeral directors - Undertakers depot and embalming","FUCs descriptions checked"
"470",470,1958,NA,NA,NA,NA,NA,305,"Presumably all occupied. Undertakers depot and embalming",NA,NA,NA,"vacant","funeral directors - Undertakers depot and embalming","FUCs descriptions checked"
"471",471,1962,NA,NA,NA,NA,NA,306,"Include yards in the industrial.",NA,NA,NA,"Vacant",NA,"FUCs simple polygon edits needed"
"472",472,1966,NA,NA,NA,NA,NA,306,"Include yards in the industrial.",NA,NA,NA,"Maintenance Refurb and Roofing","Maintenance Refurb and Roofing","FUCs simple polygon edits needed"
"473",473,13700009,NA,NA,NA,NA,NA,306,"Include yards in the industrial.",NA,NA,NA,"Vacant","Vacant","FUCs simple polygon edits needed"
"474",474,13800004,NA,NA,NA,NA,NA,307,"Albermarle Graphics. To check.",NA,NA,NA,"Signs and Large format digital printing","Signs and Large format digital printing","FUCs descriptions checked"
"475",475,13800005,NA,NA,NA,NA,NA,308,"Include yards.",NA,NA,NA,"Car services","Car services","FUCs simple polygon edits needed"
"476",476,1990,NA,NA,NA,NA,NA,309,"Include yards.",NA,NA,NA,"Multinational telecommunications","Multinational telecommunications","FUCs simple polygon edits needed"
"477",477,NA,NA,51.469616,-0.052442,"140",NA,310,"Small dept. To check.","on site survey",NA,NA,NA,NA,"lat/long new FUC required"
"478",478,NA,NA,51.469479,-0.052137,"140",NA,311,"GH Metals.","DESKTOP OR on site survey",NA,NA,NA,NA,"lat/long new FUC required"
"479",479,2029,NA,NA,NA,NA,NA,312,"Northern shop not industrial. Answer: INPUT IN EPICOLLECT AS HATS group ltd.","confirmed with full survey or verbal check",NA,NA,"Transport","Transport","FUCs descriptions checked"
"480",480,2029,NA,NA,NA,NA,NA,313,"Include yard. Transport depot.",NA,NA,NA,NA,NA,"FUCs simple polygon edits needed"
"481",481,111111451,NA,NA,NA,NA,NA,315,"I think this is now King's housing development.",NA,NA,NA,"Formerly Mulberry Business Park, now site owned by Kings College","Vacant site to be developed","FUCs descriptions checked"
"482",482,2086,NA,NA,NA,NA,NA,316,"Ex print works is no longer industrial",NA,NA,NA,"Event space","Event space","FUCs descriptions checked"
"483",483,14500001,NA,NA,NA,NA,NA,317,"What is this",NA,NA,NA,"Artist","Artist","FUCs descriptions checked"
"484",484,2055,NA,NA,NA,NA,NA,318,"What is this. Don’t think it’s industrial. Answer:  NOT INDUSTRY pub and used car sales, (as per epicollect)",NA,NA,NA,"Public house","Public house","FUCs descriptions checked"
"485",485,2056,NA,NA,NA,NA,NA,318,"What is this. Don’t think it’s industrial.",NA,NA,NA,"Second hand cars","Second hand cars","FUCs descriptions checked"
"486",486,14800001,NA,NA,NA,NA,NA,319,"To check. I think this is retail Answer: INDUSTRY car wash (as per epicollect)",NA,NA,NA,"Car wash","Car wash","FUCs descriptions checked"
"487",487,14800002,NA,NA,NA,NA,NA,319,"To check. I think this is retail Answer: NOT INDUSTRY barber / food stall (as per epicollect)",NA,NA,NA,"Hairdressing","Hairdressing","FUCs descriptions checked"
"488",488,14800003,NA,NA,NA,NA,NA,319,"To check. I think this is retail",NA,NA,NA,"Takeaway food stall","Takeaway food stall","FUCs descriptions checked"
"489",489,14700001,NA,NA,NA,NA,NA,320,"What is this? Answer: INDUSTRY motocycle sales and repair, (as per epicollect)",NA,NA,NA,"Motorcycle sales/repairs","Motorcycle sales/repairs","FUCs descriptions checked"
"490",490,2077,NA,NA,NA,NA,NA,321,"Include yard",NA,NA,NA,"residential","residential","FUCs descriptions checked"
"491",491,2084,NA,NA,NA,NA,NA,321,"Include yard",NA,NA,NA,"residential","residential","FUCs descriptions checked"
"492",492,2069,NA,NA,NA,NA,NA,321,"Include yard Answer: INDUSTRY 4 different FUC on site, needs yard drawn",NA,NA,NA,"MOT Centre & garage","MOT Centre & garage","FUCs simple polygon edits needed"
"493",493,2083,NA,NA,NA,NA,NA,321,"Include yard",NA,NA,NA,"Car service/repair","Car service/repair","FUCs simple polygon edits needed"
"494",494,2065,NA,NA,NA,NA,NA,322,"Include whole yard Answer: INDUSTRY dispersed units on same site, needs yard drawn",NA,NA,NA,"Plant hire","Plant hire","FUCs simple polygon edits needed"
"495",495,2062,NA,NA,NA,NA,NA,323,"This is a nursery, not industrial.",NA,NA,NA,"Unidentifiable","Nursery","FUCs descriptions checked"
"496",496,111111531,NA,NA,NA,NA,NA,324,"I think all this was demolished between 2014 and 2016, except northern plot seems was never developed. No longer any industrial here",NA,NA,NA,"residential","residential","FUCs descriptions checked"
"497",497,111111532,NA,NA,NA,NA,NA,324,"I think all this was demolished between 2014 and 2016, except northern plot seems was never developed. No longer any industrial here",NA,NA,NA,"Former industrial yard, currently empty","Vacant/demolished","FUCs descriptions checked"
"498",498,111111533,NA,NA,NA,NA,NA,324,"I think all this was demolished between 2014 and 2016, except northern plot seems was never developed. No longer any industrial here",NA,NA,NA,"residential","residential","FUCs descriptions checked"
"499",499,111111534,NA,NA,NA,NA,NA,324,"I think all this was demolished between 2014 and 2016, except northern plot seems was never developed. No longer any industrial here",NA,NA,NA,"residential","residential","FUCs descriptions checked"
"500",500,111111541,NA,NA,NA,NA,NA,324,"I think all this was demolished between 2014 and 2016, except northern plot seems was never developed. No longer any industrial here",NA,NA,NA,"residential","residential","FUCs descriptions checked"
"501",501,2098,NA,NA,NA,NA,NA,325,"Yard and building still industrial, I think. The only industrial remaining, I think.",NA,NA,NA,"Industrial storage","Industrial/storage","FUCs descriptions checked"
"502",502,1374,NA,NA,NA,NA,NA,326,"I think this is now residential. To check.","confirmed with full survey or verbal check",NA,NA,"Tool shop and manufacturer","Tool shop and manufacturer","FUCs descriptions checked"
"503",503,14500002,NA,NA,NA,NA,NA,NA,"What is this",NA,NA,NA,"Artist","Artist","FUCs descriptions checked"
"504",504,14500003,NA,NA,NA,NA,NA,NA,"What is this",NA,NA,NA,"Upholstery/interior design","Upholstery/interior design","FUCs descriptions checked"
"505",505,14500004,NA,NA,NA,NA,NA,NA,"What is this",NA,NA,NA,"Illustrator/graphic design","Illustrator/graphic design","FUCs descriptions checked"
"506",506,14500005,NA,NA,NA,NA,NA,NA,"What is this",NA,NA,NA,"Artist","Artist","FUCs descriptions checked"
"507",507,14500006,NA,NA,NA,NA,NA,NA,"What is this",NA,NA,NA,"Artist","Artist","FUCs descriptions checked"
"508",508,14500007,NA,NA,NA,NA,NA,NA,"What is this",NA,NA,NA,"Artist","Artist","FUCs descriptions checked"
"509",509,14500008,NA,NA,NA,NA,NA,NA,"What is this",NA,NA,NA,"Director/editor","Director/editor","FUCs descriptions checked"
"510",510,14500009,NA,NA,NA,NA,NA,NA,"What is this",NA,NA,NA,"Artist","Artist","FUCs descriptions checked"
"511",511,14500010,NA,NA,NA,NA,NA,NA,"What is this",NA,NA,NA,"Artist","Artist","FUCs descriptions checked"
"512",512,14500011,NA,NA,NA,NA,NA,NA,"What is this",NA,NA,NA,"Artist","Artist","FUCs descriptions checked"
"513",513,14500012,NA,NA,NA,NA,NA,NA,"What is this",NA,NA,NA,"Artist","Artist","FUCs descriptions checked"
"514",514,14500013,NA,NA,NA,NA,NA,NA,"What is this",NA,NA,NA,"Songwriter/music composer","Songwriter/music composer","FUCs descriptions checked"
"515",515,14500014,NA,NA,NA,NA,NA,NA,"What is this",NA,NA,NA,"Photographer","Photographer","FUCs descriptions checked"
"516",516,14500015,NA,NA,NA,NA,NA,NA,"What is this",NA,NA,NA,"Artist","Artist","FUCs descriptions checked"
"517",517,14500016,NA,NA,NA,NA,NA,NA,"What is this",NA,NA,NA,"Illustrator","Illustrator","FUCs descriptions checked"
"518",518,14500017,NA,NA,NA,NA,NA,NA,"What is this",NA,NA,NA,"Artist","Artist","FUCs descriptions checked"
"519",519,14500018,NA,NA,NA,NA,NA,NA,"What is this",NA,NA,NA,"Artist","Artist","FUCs descriptions checked"
"520",520,14500019,NA,NA,NA,NA,NA,NA,"What is this",NA,NA,NA,"Artist","Artist","FUCs descriptions checked"
"521",521,14500020,NA,NA,NA,NA,NA,NA,"What is this",NA,NA,NA,"Artist","Artist","FUCs descriptions checked"
"522",522,14500021,NA,NA,NA,NA,NA,NA,"What is this",NA,NA,NA,"Artist","Artist","FUCs descriptions checked"
"523",523,14500022,NA,NA,NA,NA,NA,NA,"What is this",NA,NA,NA,"Artist","Artist","FUCs descriptions checked"
"524",524,14500023,NA,NA,NA,NA,NA,NA,"What is this",NA,NA,NA,"Art studio","Art studio","FUCs descriptions checked"
"525",525,14500024,NA,NA,NA,NA,NA,NA,"What is this",NA,NA,NA,"Art studio","Art studio","FUCs descriptions checked"
"526",526,14500025,NA,NA,NA,NA,NA,NA,"What is this",NA,NA,NA,"Art studio","Art studio","FUCs descriptions checked"
"527",527,14500026,NA,NA,NA,NA,NA,NA,"What is this",NA,NA,NA,"Art studio","Art studio","FUCs descriptions checked"
"528",528,14500027,NA,NA,NA,NA,NA,NA,"What is this",NA,NA,NA,"Art studio","Art studio","FUCs descriptions checked"
"529",529,14500028,NA,NA,NA,NA,NA,NA,"What is this",NA,NA,NA,"Art studio","Art studio","FUCs descriptions checked"
"530",530,14500029,NA,NA,NA,NA,NA,NA,"What is this",NA,NA,NA,"Art studio","Art studio","FUCs descriptions checked"
"531",531,14500030,NA,NA,NA,NA,NA,NA,"What is this",NA,NA,NA,"Art studio","Art studio","FUCs descriptions checked"
"532",532,9100002,NA,NA,NA,NA,NA,NA,"Answer: Boro Construction.  FUC no. not on map but input into epicollect",NA,"Ensure polygon is drawn and appropriately associated with FUC",NA,"Boro Construction","Boro Construction","FUCs queries"
